game_id,home_flag,team_id,abb,wins,loss,wl%,asts,rebs,orebs,tovs,fga,fg%,2pa,2p%,3pa,3p%,fta,ft%,pfs,pts,ref1,ref2,ref3,net_score,won
0021000261,0,1610612763,MEM,12,7,0.632,24,40,12,13,84,0.524,74,0.554,10,0.3,24,0.75,26,109,1662,1664,2004,-3,0
0021000261,1,1610612737,ATL,8,11,0.421,33,28,8,11,79,0.532,67,0.523,12,0.583,26,0.808,20,112,1662,1664,2004,3,1
0021000262,0,1610612760,OKC,6,13,0.316,19,50,12,13,101,0.426,89,0.427,12,0.417,41,0.78,31,123,1164,2148,200832,3,1
0021000262,1,1610612751,NJN,13,6,0.684,17,45,10,15,93,0.462,77,0.454,16,0.5,32,0.813,30,120,1164,2148,200832,-3,0
0021000263,0,1610612764,WAS,7,11,0.389,22,30,9,11,83,0.458,74,0.473,9,0.333,41,0.707,22,108,2530,1188,202007,-19,0
0021000263,1,1610612761,TOR,5,12,0.294,28,52,14,11,88,0.58,77,0.585,11,0.545,27,0.704,29,127,2530,1188,202007,19,1
0021000264,0,1610612757,POR,14,4,0.778,19,28,7,11,74,0.459,57,0.473,17,0.412,23,0.87,26,95,1199,1201,1204,-4,0
0021000264,1,1610612738,BOS,8,10,0.444,23,30,3,17,63,0.571,49,0.612,14,0.429,26,0.808,20,99,1199,1201,1204,4,1
0021000265,0,1610612765,DET,6,13,0.316,11,39,13,16,76,0.368,57,0.403,19,0.263,19,0.579,16,72,1159,1174,2878,-25,0
0021000265,1,1610612748,MIA,11,8,0.579,23,45,10,10,76,0.513,64,0.515,12,0.5,21,0.619,18,97,1159,1174,2878,25,1
0021000266,0,1610612753,ORL,9,7,0.562,15,44,14,19,76,0.487,55,0.491,21,0.476,24,0.958,19,107,1148,101284,201637,29,1
0021000266,1,1610612741,CHI,14,4,0.778,21,21,7,15,71,0.423,60,0.434,11,0.364,21,0.667,22,78,1148,101284,201637,-29,0
0021000267,0,1610612766,CHA,6,12,0.333,15,38,7,13,71,0.408,60,0.433,11,0.273,19,0.632,18,73,2002,2529,1198,-16,0
0021000267,1,1610612740,NOH,13,5,0.722,25,42,10,11,77,0.468,59,0.509,18,0.333,17,0.647,15,89,2002,2529,1198,16,1
0021000268,0,1610612750,MIN,14,4,0.778,14,46,11,17,82,0.39,68,0.411,14,0.286,23,0.783,18,86,2715,1168,201638,-14,0
0021000268,1,1610612742,DAL,4,14,0.222,21,50,11,14,87,0.414,63,0.413,24,0.417,23,0.783,20,100,2715,1168,201638,14,1
0021000269,0,1610612747,LAL,6,12,0.333,20,40,12,11,82,0.451,66,0.484,16,0.313,23,0.87,19,99,1830,2882,201245,-10,0
0021000269,1,1610612745,HOU,13,6,0.684,27,37,8,13,79,0.506,57,0.526,22,0.455,21,0.905,20,109,1830,2882,201245,10,1
0021000270,0,1610612749,MIL,11,6,0.647,22,37,8,13,80,0.4,58,0.431,22,0.318,32,0.719,28,94,1193,2001,200833,-11,0
0021000270,1,1610612743,DEN,6,12,0.333,19,45,7,16,75,0.453,54,0.518,21,0.286,41,0.756,23,105,1193,2001,200833,11,1
0021000271,0,1610612754,IND,9,8,0.529,19,32,7,18,66,0.455,42,0.501,24,0.375,25,0.76,14,88,1195,1363,2532,-22,0
0021000271,1,1610612762,UTA,15,5,0.75,29,46,19,7,98,0.459,73,0.507,25,0.32,15,0.8,21,110,1195,1363,2532,22,1
0021000272,0,1610612759,SAS,4,15,0.211,21,43,18,8,90,0.356,60,0.384,30,0.3,17,0.706,18,85,1154,1179,1185,-5,0
0021000272,1,1610612746,LAC,15,3,0.833,24,50,12,19,75,0.493,53,0.566,22,0.318,18,0.5,20,90,1154,1179,1185,5,1
0021000273,0,1610612748,MIA,7,11,0.389,30,43,9,9,83,0.566,59,0.627,24,0.417,21,0.667,28,118,1200,2534,201640,28,1
0021000273,1,1610612739,CLE,12,8,0.6,21,35,9,13,76,0.355,57,0.351,19,0.368,37,0.784,19,90,1200,2534,201640,-28,0
0021000274,0,1610612756,PHX,8,11,0.421,25,37,4,16,73,0.548,55,0.618,18,0.333,22,0.955,16,107,1176,2005,2716,6,1
0021000274,1,1610612744,GSW,9,9,0.5,27,31,7,15,82,0.5,64,0.5,18,0.5,17,0.588,21,101,1176,2005,2716,-6,0
0021000275,0,1610612751,NJN,6,14,0.3,17,48,11,14,91,0.319,66,0.364,25,0.2,25,0.84,27,84,101284,1142,201637,-7,0
0021000275,1,1610612766,CHA,7,12,0.368,21,62,17,22,86,0.36,71,0.337,15,0.467,32,0.688,24,91,101284,1142,201637,7,1
0021000276,0,1610612760,OKC,8,11,0.421,22,34,9,11,87,0.437,69,0.45,18,0.389,19,0.842,24,99,1153,1204,2882,-12,0
0021000276,1,1610612761,TOR,13,7,0.65,29,42,9,15,82,0.549,67,0.627,15,0.2,24,0.75,18,111,1153,1204,2882,12,1
0021000277,0,1610612757,POR,8,11,0.421,19,51,23,14,93,0.333,72,0.347,21,0.286,12,0.917,19,79,1159,1198,2004,-4,0
0021000277,1,1610612764,WAS,6,12,0.333,15,43,12,17,72,0.417,60,0.467,12,0.167,26,0.808,18,83,1159,1198,2004,4,1
0021000278,0,1610612755,PHI,13,7,0.65,26,48,9,11,83,0.434,71,0.465,12,0.25,19,0.684,22,88,1174,1168,201640,-5,0
0021000278,1,1610612737,ATL,5,14,0.263,25,44,8,9,79,0.418,67,0.433,12,0.333,28,0.821,15,93,1174,1168,201640,5,1
0021000279,0,1610612753,ORL,6,14,0.3,24,35,7,12,72,0.597,50,0.72,22,0.318,15,0.733,17,104,1152,1193,202005,13,1
0021000279,1,1610612765,DET,15,4,0.789,24,22,3,12,70,0.486,52,0.481,18,0.5,19,0.737,18,91,1152,1193,202005,-13,0
0021000280,0,1610612741,CHI,15,4,0.789,18,34,9,12,74,0.419,61,0.426,13,0.385,34,0.735,17,92,1188,1662,200832,-12,0
0021000280,1,1610612738,BOS,9,8,0.529,29,44,8,9,81,0.531,72,0.584,9,0.111,22,0.773,23,104,1188,1662,200832,12,1
0021000281,0,1610612745,HOU,8,12,0.4,26,32,6,12,74,0.595,51,0.549,23,0.696,26,0.885,25,127,1162,2534,202058,16,1
0021000281,1,1610612763,MEM,7,12,0.368,18,28,9,13,77,0.519,65,0.569,12,0.25,33,0.848,18,111,1162,2534,202058,-16,0
0021000282,0,1610612752,NYK,13,6,0.684,27,39,6,14,83,0.47,53,0.491,30,0.433,12,0.75,19,100,2001,2714,201639,8,1
0021000282,1,1610612740,NOH,11,9,0.55,18,47,11,19,77,0.429,63,0.477,14,0.214,30,0.767,16,92,2001,2714,201639,-8,0
0021000283,0,1610612750,MIN,16,3,0.842,18,59,24,17,94,0.415,82,0.439,12,0.25,25,0.8,24,101,1830,2529,201245,-6,0
0021000283,1,1610612759,SAS,4,15,0.211,23,37,8,12,75,0.453,52,0.538,23,0.261,37,0.892,21,107,1830,2529,201245,6,1
0021000284,0,1610612746,LAC,12,6,0.667,25,46,13,16,90,0.433,70,0.471,20,0.3,29,0.69,37,104,1195,1363,2005,-5,0
0021000284,1,1610612743,DEN,4,16,0.2,17,42,10,19,67,0.403,43,0.395,24,0.417,59,0.763,23,109,1195,1363,2005,5,1
0021000285,0,1610612754,IND,10,9,0.526,24,44,9,24,79,0.468,53,0.49,26,0.423,16,0.75,30,97,1147,1201,200834,-8,0
0021000285,1,1610612756,PHX,9,9,0.5,25,34,7,14,78,0.449,56,0.429,22,0.5,33,0.727,22,105,1147,1201,200834,8,1
0021000286,0,1610612742,DAL,15,6,0.714,25,37,3,13,76,0.526,57,0.596,19,0.316,11,0.636,20,93,1176,1179,2878,12,1
0021000286,1,1610612762,UTA,15,4,0.789,20,43,12,14,74,0.392,60,0.434,14,0.214,30,0.667,16,81,1176,1179,2878,-12,0
0021000287,0,1610612758,SAC,14,6,0.7,15,40,12,21,77,0.403,61,0.427,16,0.313,22,0.591,21,80,1146,1154,201246,-33,0
0021000287,1,1610612747,LAL,4,13,0.235,27,39,7,10,83,0.566,69,0.637,14,0.214,22,0.727,20,113,1146,1154,201246,33,1
0021000288,0,1610612737,ATL,13,8,0.619,16,38,9,11,80,0.4,63,0.429,17,0.294,12,0.667,17,77,101284,101283,1167,-12,0
0021000288,1,1610612748,MIA,13,8,0.619,15,43,6,9,72,0.472,64,0.484,8,0.375,23,0.783,16,89,101284,101283,1167,12,1
0021000289,0,1610612766,CHA,7,13,0.35,16,37,10,11,77,0.429,62,0.452,15,0.333,26,0.769,18,91,1159,2534,202058,-18,0
0021000289,1,1610612755,PHI,6,14,0.3,23,38,10,11,79,0.519,58,0.517,21,0.524,19,0.842,26,109,1159,2534,202058,18,1
0021000290,0,1610612745,HOU,10,8,0.556,24,37,8,14,89,0.449,66,0.469,23,0.391,36,0.75,20,116,1152,1193,202007,-3,0
0021000290,1,1610612741,CHI,7,13,0.35,24,49,15,19,94,0.5,75,0.52,19,0.421,24,0.708,31,119,1152,1193,202007,3,1
0021000291,0,1610612739,CLE,5,15,0.25,21,29,9,8,88,0.386,67,0.432,21,0.238,25,0.88,16,95,1148,2002,1185,-34,0
0021000291,1,1610612750,MIN,7,12,0.368,30,46,6,17,81,0.593,55,0.546,26,0.692,18,0.833,24,129,1148,2002,1185,34,1
0021000292,0,1610612753,ORL,7,12,0.368,11,38,8,11,82,0.415,60,0.467,22,0.273,16,0.688,28,85,1168,1200,1664,-11,0
0021000292,1,1610612749,MIL,15,5,0.75,13,54,12,10,77,0.468,69,0.508,8,0.125,43,0.535,15,96,1168,1200,1664,11,1
0021000293,0,1610612742,DAL,16,4,0.8,23,36,6,11,76,0.5,59,0.559,17,0.294,29,0.828,20,105,1195,2003,202026,2,1
0021000293,1,1610612758,SAC,4,14,0.222,24,37,6,11,83,0.482,64,0.453,19,0.579,16,0.75,27,103,1195,2003,202026,-2,0
0021000294,0,1610612738,BOS,16,4,0.8,24,49,8,13,77,0.506,62,0.58,15,0.2,29,0.655,19,100,1153,2882,201639,25,1
0021000294,1,1610612751,NJN,6,15,0.286,16,36,5,18,72,0.375,57,0.386,15,0.333,24,0.667,24,75,1153,2882,201639,-25,0
0021000295,0,1610612752,NYK,12,9,0.571,22,42,13,11,88,0.489,61,0.509,27,0.444,21,0.857,13,116,1662,2004,201638,17,1
0021000295,1,1610612761,TOR,8,12,0.4,22,47,17,15,87,0.46,68,0.471,19,0.421,22,0.5,19,99,1662,2004,201638,-17,0
0021000296,0,1610612739,CLE,7,13,0.35,25,38,12,13,84,0.417,64,0.454,20,0.3,22,0.727,24,92,1204,1830,2529,-10,0
0021000296,1,1610612765,DET,7,14,0.333,23,44,14,15,81,0.469,61,0.475,20,0.45,21,0.81,19,102,1204,1830,2529,10,1
0021000297,0,1610612744,GSW,14,7,0.667,20,44,18,16,93,0.452,73,0.48,20,0.35,21,0.857,27,109,2001,2714,201245,-5,0
0021000297,1,1610612760,OKC,8,12,0.4,25,47,18,16,85,0.435,73,0.465,12,0.25,40,0.925,21,114,2001,2714,201245,5,1
0021000298,0,1610612740,NOH,13,7,0.65,22,30,7,15,75,0.44,67,0.448,8,0.375,19,0.789,23,84,1174,2715,201246,-25,0
0021000298,1,1610612759,SAS,17,3,0.85,29,38,7,16,70,0.586,48,0.625,22,0.5,23,0.696,17,109,1174,2715,201246,25,1
0021000299,0,1610612763,MEM,13,6,0.684,23,37,8,17,86,0.523,71,0.549,15,0.4,17,0.647,29,107,1147,1201,200834,-1,0
0021000299,1,1610612743,DEN,8,13,0.381,23,42,14,14,86,0.453,66,0.515,20,0.25,33,0.758,19,108,1147,1201,200834,1,1
0021000300,0,1610612764,WAS,11,9,0.55,23,37,12,15,89,0.506,71,0.55,18,0.333,15,0.8,29,108,1164,1199,2878,-17,0
0021000300,1,1610612756,PHX,6,13,0.316,30,43,14,14,81,0.58,60,0.65,21,0.381,35,0.657,14,125,1164,1199,2878,17,1
0021000301,0,1610612746,LAC,9,11,0.45,16,40,13,13,71,0.408,46,0.478,25,0.28,43,0.605,26,91,1176,2003,2716,-9,0
0021000301,1,1610612757,POR,4,17,0.19,16,47,17,15,78,0.397,65,0.369,13,0.538,36,0.861,27,100,1176,2003,2716,9,1
0021000302,0,1610612761,TOR,10,9,0.526,16,45,18,18,100,0.42,82,0.439,18,0.333,15,0.667,23,100,1194,101284,202041,-24,0
0021000302,1,1610612754,IND,8,13,0.381,33,47,9,17,85,0.553,59,0.576,26,0.5,20,0.85,15,124,1194,101284,202041,24,1
0021000303,0,1610612737,ATL,15,6,0.714,17,42,10,11,85,0.388,71,0.394,14,0.357,12,0.75,21,80,2002,1142,1185,6,1
0021000303,1,1610612753,ORL,14,8,0.636,9,45,10,17,74,0.378,52,0.461,22,0.182,21,0.667,19,74,2002,1142,1185,-6,0
0021000304,0,1610612750,MIN,13,9,0.591,16,34,7,17,78,0.526,57,0.544,21,0.476,27,0.815,24,114,2530,1159,202007,-7,0
0021000304,1,1610612752,NYK,5,16,0.238,25,32,9,10,85,0.529,55,0.581,30,0.433,23,0.783,22,121,2530,1159,202007,7,1
0021000305,0,1610612760,OKC,11,8,0.579,13,39,12,13,82,0.354,63,0.397,19,0.211,31,0.903,19,90,1830,2004,201640,-9,0
0021000305,1,1610612741,CHI,14,8,0.636,25,52,16,15,87,0.483,76,0.487,11,0.455,17,0.588,24,99,1830,2004,201640,9,1
0021000306,0,1610612748,MIA,7,13,0.35,20,48,11,18,72,0.486,64,0.469,8,0.625,18,0.722,26,88,1162,2005,1198,10,1
0021000306,1,1610612749,MIL,14,8,0.636,17,35,9,9,78,0.346,63,0.365,15,0.267,25,0.8,20,78,1162,2005,1198,-10,0
0021000307,0,1610612763,MEM,8,14,0.364,15,43,13,14,79,0.418,68,0.471,11,0.091,23,0.783,19,85,1199,1164,2716,-9,0
0021000307,1,1610612762,UTA,16,6,0.727,18,38,10,12,81,0.42,59,0.441,22,0.364,20,0.9,20,94,1199,1164,2716,9,1
0021000308,0,1610612758,SAC,5,17,0.227,15,45,13,12,85,0.365,69,0.406,16,0.188,32,0.813,25,91,1188,2148,1200,-7,0
0021000308,1,1610612746,LAC,4,15,0.211,23,43,12,12,81,0.444,63,0.46,18,0.389,23,0.826,24,98,1188,2148,1200,7,1
0021000309,0,1610612751,NJN,15,8,0.652,25,34,10,12,71,0.465,55,0.473,16,0.438,37,0.757,24,101,1148,2715,202058,-15,0
0021000309,1,1610612737,ATL,6,16,0.273,34,39,10,11,78,0.603,62,0.662,16,0.375,28,0.571,25,116,1148,2715,202058,15,1
0021000310,0,1610612743,DEN,8,13,0.381,17,31,6,15,73,0.425,47,0.426,26,0.423,32,0.781,20,98,1168,2882,201245,-2,0
0021000310,1,1610612766,CHA,13,7,0.65,22,37,8,18,78,0.5,58,0.517,20,0.45,20,0.65,23,100,1168,2882,201245,2,1
0021000311,0,1610612739,CLE,7,14,0.333,22,29,5,11,78,0.5,61,0.525,17,0.412,17,0.706,22,97,1152,1146,200832,-20,0
0021000311,1,1610612755,PHI,7,14,0.333,22,44,9,7,81,0.519,58,0.587,23,0.348,30,0.833,14,117,1152,1146,200832,20,1
0021000312,0,1610612744,GSW,17,4,0.81,24,44,13,19,90,0.467,70,0.458,20,0.5,13,0.462,20,100,2002,1154,201246,-5,0
0021000312,1,1610612742,DAL,8,13,0.381,22,45,16,16,87,0.448,67,0.477,20,0.35,27,0.741,10,105,2002,1154,201246,5,1
0021000313,0,1610612765,DET,7,15,0.318,14,36,9,18,72,0.417,55,0.437,17,0.353,21,0.81,21,83,2001,2714,200833,-14,0
0021000313,1,1610612745,HOU,8,13,0.381,20,35,9,15,72,0.458,58,0.448,14,0.5,31,0.774,16,97,2001,2714,200833,14,1
0021000314,0,1610612756,PHX,10,11,0.476,27,32,2,17,73,0.507,57,0.509,16,0.5,21,0.81,28,99,1195,1363,1204,-7,0
