game_id,home_flag,team_id,abb,wins,loss,wl%,asts,rebs,orebs,tovs,fga,fg%,2pa,2p%,3pa,3p%,fta,ft%,pfs,pts,ref1,ref2,ref3,net_score,won
0021600276,0,1610612742,DAL,3,15,0.167,18,41,9,11,86,0.372,55,0.418,31,0.29,18,0.778,25,87,201640,202058,202026,-10,0
0021600276,1,1610612766,CHA,11,8,0.579,24,39,4,10,74,0.473,56,0.536,18,0.278,31,0.71,18,97,201640,202058,202026,10,1
0021600277,0,1610612749,MIL,9,8,0.529,23,48,14,18,80,0.45,46,0.457,34,0.441,29,0.828,18,111,1162,201638,1626302,18,1
0021600277,1,1610612751,BKN,5,13,0.278,20,40,12,17,89,0.382,49,0.449,40,0.3,16,0.813,22,93,1162,201638,1626302,-18,0
0021600278,0,1610612753,ORL,12,8,0.6,15,42,7,17,74,0.446,50,0.54,24,0.25,31,0.71,19,94,1179,200832,202041,-1,0
0021600278,1,1610612763,MEM,7,12,0.368,18,39,8,10,79,0.418,61,0.427,18,0.389,28,0.786,25,95,1179,200832,202041,1,1
0021600279,0,1610612746,LAC,13,4,0.765,33,47,14,11,89,0.472,58,0.5,31,0.419,24,0.667,32,113,1664,2715,2882,19,1
0021600279,1,1610612739,CLE,15,5,0.75,12,36,6,18,69,0.406,45,0.423,24,0.375,39,0.744,24,94,1664,2715,2882,-19,0
0021600280,0,1610612748,MIA,7,12,0.368,16,40,13,6,86,0.512,67,0.538,19,0.421,19,0.789,15,111,2004,2530,204058,1,1
0021600280,1,1610612762,UTA,11,9,0.55,24,31,5,11,73,0.548,43,0.535,30,0.567,17,0.765,14,110,2004,2530,204058,-1,0
0021600281,0,1610612745,HOU,16,3,0.842,26,56,15,19,108,0.444,64,0.531,44,0.318,30,0.733,28,132,1662,201639,202027,5,1
0021600281,1,1610612744,GSW,12,7,0.632,31,54,13,17,104,0.413,60,0.516,44,0.273,37,0.784,27,127,1662,201639,202027,-5,0
0021600282,0,1610612753,ORL,8,12,0.4,24,47,7,10,78,0.474,52,0.461,26,0.5,26,0.692,20,105,101284,200834,202056,17,1
0021600282,1,1610612755,PHI,4,15,0.211,24,46,15,10,95,0.379,63,0.429,32,0.281,10,0.7,18,88,101284,200834,202056,-17,0
0021600283,0,1610612758,SAC,11,8,0.579,22,51,14,14,88,0.375,62,0.435,26,0.231,25,0.8,16,92,2001,2529,202037,-5,0
0021600283,1,1610612738,BOS,7,12,0.368,25,45,11,13,88,0.409,60,0.416,28,0.393,15,0.933,22,97,2001,2529,202037,5,1
0021600284,0,1610612747,LAL,10,11,0.476,16,46,19,16,93,0.344,67,0.388,26,0.231,17,0.588,18,80,1151,1204,2148,-33,0
0021600284,1,1610612761,TOR,13,6,0.684,25,44,7,10,83,0.542,54,0.611,29,0.414,13,0.846,18,113,1151,1204,2148,33,1
0021600285,0,1610612750,MIN,10,9,0.526,25,43,13,14,88,0.466,60,0.517,28,0.357,24,0.917,25,114,1176,201638,201246,-4,0
0021600285,1,1610612752,NYK,5,14,0.263,26,43,11,15,86,0.477,55,0.528,31,0.387,30,0.8,18,118,1176,201638,201246,4,1
0021600286,0,1610612739,CLE,11,7,0.611,30,33,6,18,83,0.542,57,0.614,26,0.385,10,0.5,15,105,1194,202007,203592,-6,0
0021600286,1,1610612741,CHI,13,5,0.722,31,49,16,12,96,0.49,78,0.565,18,0.167,17,0.824,16,111,1194,202007,203592,6,1
0021600287,0,1610612746,LAC,16,5,0.762,27,47,12,9,88,0.511,64,0.546,24,0.417,16,0.875,18,114,1830,2002,200833,18,1
0021600287,1,1610612740,NOP,7,13,0.35,21,40,10,11,85,0.459,65,0.523,20,0.25,21,0.619,14,96,1830,2002,200833,-18,0
0021600288,0,1610612765,DET,10,10,0.5,28,54,11,15,89,0.539,60,0.516,29,0.586,12,0.667,15,121,2003,1179,202026,36,1
0021600288,1,1610612737,ATL,11,10,0.524,22,32,6,7,88,0.364,64,0.407,24,0.25,20,0.75,12,85,2003,1179,202026,-36,0
0021600289,0,1610612764,WAS,16,4,0.8,25,43,9,18,81,0.506,70,0.486,11,0.636,18,0.889,26,105,1147,202041,204059,-2,0
0021600289,1,1610612759,SAS,6,12,0.333,27,37,12,15,80,0.487,60,0.516,20,0.4,33,0.636,17,107,1147,202041,204059,2,1
0021600290,0,1610612745,HOU,7,12,0.368,25,41,10,11,88,0.511,51,0.549,37,0.459,25,0.84,14,128,1152,1188,202049,18,1
0021600290,1,1610612743,DEN,13,7,0.65,22,54,24,16,104,0.442,73,0.507,31,0.29,16,0.563,20,110,1152,1188,202049,-18,0
0021600291,0,1610612751,BKN,5,14,0.263,21,46,10,14,91,0.374,50,0.461,41,0.268,33,0.727,26,103,1201,2005,201640,-9,0
0021600291,1,1610612749,MIL,10,8,0.556,25,46,7,11,85,0.471,61,0.558,24,0.25,36,0.722,24,112,1201,2005,201640,9,1
0021600292,0,1610612750,MIN,11,9,0.55,32,51,14,10,106,0.453,79,0.481,27,0.37,22,0.864,19,125,1664,1830,202053,5,1
0021600292,1,1610612766,CHA,6,14,0.3,30,50,13,14,101,0.436,65,0.462,36,0.389,26,0.692,16,120,1664,1830,202053,-5,0
0021600293,0,1610612737,ATL,14,6,0.7,21,38,13,18,88,0.398,60,0.467,28,0.25,14,0.5,13,84,1199,202007,1626302,-44,0
0021600293,1,1610612761,TOR,10,11,0.476,28,48,12,12,92,0.576,68,0.588,24,0.542,11,0.818,17,128,1199,202007,1626302,44,1
0021600294,0,1610612738,BOS,12,8,0.6,22,37,6,10,76,0.5,50,0.6,26,0.308,29,0.793,21,107,1162,1164,201246,1,1
0021600294,1,1610612755,PHI,4,16,0.2,20,38,8,15,76,0.461,43,0.466,33,0.455,26,0.808,23,106,1162,1164,201246,-1,0
0021600295,0,1610612747,LAL,13,8,0.619,16,44,14,18,81,0.432,60,0.467,21,0.333,29,0.793,18,100,1195,101283,203591,-3,0
0021600295,1,1610612763,MEM,10,12,0.455,32,43,14,11,88,0.466,58,0.535,30,0.333,15,0.733,19,103,1195,101283,203591,3,1
0021600296,0,1610612741,CHI,11,8,0.579,9,43,11,20,71,0.451,58,0.5,13,0.231,21,0.714,22,82,2715,101284,204059,-25,0
0021600296,1,1610612742,DAL,4,15,0.211,31,42,13,10,87,0.46,56,0.483,31,0.419,18,0.778,19,107,2715,101284,204059,25,1
0021600297,0,1610612743,DEN,12,9,0.571,19,37,7,14,83,0.446,59,0.407,24,0.542,14,0.786,21,98,2882,201639,202035,-7,0
0021600297,1,1610612762,UTA,7,13,0.35,20,40,7,9,78,0.449,53,0.491,25,0.36,28,0.929,13,105,2882,201639,202035,7,1
0021600298,0,1610612748,MIA,11,10,0.524,23,46,8,13,86,0.442,64,0.5,22,0.273,15,0.667,14,92,1174,1363,202027,-7,0
0021600298,1,1610612757,POR,7,13,0.35,19,47,12,8,89,0.404,65,0.415,24,0.375,24,0.75,17,99,1174,1363,202027,7,1
0021600299,0,1610612756,PHX,17,3,0.85,24,36,14,14,91,0.451,59,0.509,32,0.344,21,0.762,29,109,2004,2530,203593,-29,0
0021600299,1,1610612744,GSW,6,14,0.3,37,38,6,17,78,0.628,57,0.614,21,0.667,34,0.765,19,138,2004,2530,203593,29,1
0021600300,0,1610612753,ORL,11,11,0.5,23,39,4,10,79,0.532,56,0.626,23,0.304,14,0.5,11,98,2001,2148,202037,6,1
0021600300,1,1610612765,DET,9,12,0.429,16,44,10,12,86,0.442,59,0.475,27,0.37,13,0.462,12,92,2001,2148,202037,-6,0
0021600301,0,1610612740,NOP,13,8,0.619,15,51,12,11,98,0.367,70,0.428,28,0.214,19,0.737,22,92,1179,1194,201245,-9,0
0021600301,1,1610612760,OKC,7,14,0.333,24,59,11,15,89,0.461,61,0.574,28,0.214,26,0.5,15,101,1179,1194,201245,9,1
0021600302,0,1610612758,SAC,11,9,0.55,18,51,18,11,97,0.32,69,0.32,28,0.321,31,0.871,17,98,1148,1193,1204,-8,0
0021600302,1,1610612752,NYK,7,13,0.35,20,58,14,18,88,0.443,59,0.474,29,0.379,24,0.708,25,106,1148,1193,1204,8,1
0021600303,0,1610612754,IND,16,6,0.727,21,36,5,9,79,0.494,65,0.524,14,0.357,35,0.8,24,111,1146,201639,202049,9,1
0021600303,1,1610612746,LAC,10,10,0.5,19,51,16,20,81,0.444,51,0.509,30,0.333,28,0.714,24,102,1146,201639,202049,-9,0
0021600304,0,1610612743,DEN,4,17,0.19,17,45,10,19,76,0.461,49,0.511,27,0.37,34,0.765,20,106,1176,202026,1626302,8,1
0021600304,1,1610612755,PHI,8,13,0.381,20,44,12,17,86,0.407,55,0.436,31,0.355,23,0.739,25,98,1176,202026,1626302,-8,0
0021600305,0,1610612739,CLE,14,7,0.667,21,48,13,14,84,0.476,52,0.499,32,0.438,27,0.815,21,116,1148,200833,202037,4,1
0021600305,1,1610612761,TOR,14,5,0.737,22,33,10,7,88,0.432,56,0.447,32,0.406,27,0.852,22,112,1148,200833,202037,-4,0
0021600306,0,1610612764,WAS,5,15,0.25,26,35,8,10,92,0.489,58,0.534,34,0.412,18,0.778,22,118,2003,200834,201637,5,1
0021600306,1,1610612751,BKN,7,12,0.368,25,50,13,21,81,0.494,54,0.538,27,0.407,30,0.733,15,113,2003,200834,201637,-5,0
0021600307,0,1610612760,OKC,10,12,0.455,26,43,8,19,80,0.463,49,0.552,31,0.323,28,0.643,27,102,101284,201638,204059,3,1
0021600307,1,1610612737,ATL,14,8,0.636,26,36,7,18,77,0.442,55,0.492,22,0.318,32,0.75,24,99,101284,201638,204059,-3,0
0021600308,0,1610612757,POR,11,9,0.55,25,38,10,9,93,0.484,69,0.522,24,0.375,18,0.722,27,112,1147,1188,203591,2,1
0021600308,1,1610612741,CHI,12,10,0.545,16,50,15,15,83,0.422,60,0.467,23,0.304,38,0.868,17,110,1147,1188,203591,-2,0
0021600309,0,1610612759,SAS,10,9,0.526,26,46,12,14,93,0.43,65,0.492,28,0.286,14,0.643,22,97,1152,1164,1627962,1,1
0021600309,1,1610612749,MIL,17,4,0.81,16,43,7,14,73,0.411,49,0.49,24,0.25,34,0.882,16,96,1152,1164,1627962,-1,0
0021600310,0,1610612763,MEM,14,8,0.636,23,61,13,14,104,0.404,70,0.415,34,0.382,21,0.619,22,110,2529,202058,203593,2,1
0021600310,1,1610612740,NOP,7,15,0.318,21,54,6,11,99,0.394,67,0.433,32,0.313,21,0.952,15,108,2529,202058,203593,-2,0
0021600311,0,1610612738,BOS,12,9,0.571,27,42,10,11,99,0.424,67,0.462,32,0.344,12,0.917,20,106,1830,2004,202053,-1,0
0021600311,1,1610612745,HOU,14,7,0.667,20,46,7,16,76,0.447,38,0.578,38,0.316,31,0.871,14,107,1830,2004,202053,1,1
0021600312,0,1610612766,CHA,12,9,0.571,21,53,9,12,79,0.506,61,0.606,18,0.167,28,0.929,19,109,1195,2002,1151,8,1
0021600312,1,1610612742,DAL,4,16,0.2,23,35,9,7,89,0.416,53,0.453,36,0.361,18,0.778,19,101,1195,2002,1151,-8,0
0021600313,0,1610612762,UTA,10,13,0.435,26,39,11,12,80,0.475,48,0.521,32,0.406,29,0.621,18,107,1174,1363,203177,6,1
0021600313,1,1610612747,LAL,13,9,0.591,15,43,15,10,87,0.448,73,0.465,14,0.357,23,0.783,23,101,1174,1363,203177,-6,0
0021600314,0,1610612754,IND,18,3,0.857,20,40,9,14,85,0.412,70,0.457,15,0.2,35,0.943,21,106,2882,202041,202035,-36,0
0021600314,1,1610612744,GSW,10,11,0.476,45,54,16,11,104,0.519,67,0.597,37,0.378,26,0.769,22,142,2882,202041,202035,36,1
0021600315,0,1610612753,ORL,7,13,0.35,24,43,8,11,83,0.518,57,0.544,26,0.462,36,0.722,18,124,1662,202007,202027,8,1
0021600315,1,1610612764,WAS,10,12,0.455,20,42,10,10,93,0.473,70,0.471,23,0.478,24,0.708,25,116,1662,202007,202027,-8,0
0021600316,0,1610612752,NYK,7,14,0.333,22,53,18,10,98,0.49,73,0.562,25,0.28,16,0.688,18,114,1162,1201,2715,11,1
0021600316,1,1610612748,MIA,12,9,0.571,21,46,16,10,89,0.427,64,0.422,25,0.44,27,0.593,16,103,1162,1201,2715,-11,0
0021600317,0,1610612741,CHI,12,11,0.522,15,45,9,14,75,0.44,60,0.517,15,0.133,32,0.719,20,91,1664,101283,202056,-11,0
0021600317,1,1610612765,DET,11,10,0.524,24,44,9,9,88,0.455,67,0.478,21,0.381,21,0.667,23,102,1664,101283,202056,11,1
0021600318,0,1610612755,PHI,15,8,0.652,21,45,9,16,82,0.39,41,0.439,41,0.341,26,0.5,27,91,1193,2001,201245,-5,0
